Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname
Preston,65 Albert St,h,S,hockingstuart,8/10/2016,Darebin,Northern Metropolitan
Preston,6 Emerald St,h,S,Ray,8/10/2016,Darebin,Northern Metropolitan
Preston,1 George St,h,S,hockingstuart,8/10/2016,Darebin,Northern Metropolitan
Preston,10 Tyler St,h,VB,Love,8/10/2016,Darebin,Northern Metropolitan
Preston,28 Tynan St,h,S,Nelson,8/10/2016,Darebin,Northern Metropolitan
Preston,12 Youngman St,h,PI,Love,8/10/2016,Darebin,Northern Metropolitan
Preston,35 James St,h,S,Ray,10/09/2016,Banyule,Northern Metropolitan
Preston,41 Kathleen St,h,SP,Ray,10/09/2016,Darebin,Northern Metropolitan
Preston,16 Opal St,h,S,Nelson,10/09/2016,Darebin,Northern Metropolitan
Preston,21 Dunstan St,h,S,Woodards,10/12/2016,Darebin,Northern Metropolitan
Preston,3/413 Gilbert Rd,u,S,Nelson,10/12/2016,Darebin,Northern Metropolitan
Preston,2 Hope St,h,PI,Barry,10/12/2016,Darebin,Northern Metropolitan
Preston,3/27 Jessie St,u,S,Barry,10/12/2016,Darebin,Northern Metropolitan
Preston,90 Murray Rd,h,SP,Love,10/12/2016,Darebin,Northern Metropolitan
Preston,3 Parker St,h,S,Nelson,10/12/2016,Darebin,Northern Metropolitan
Preston,439 Plenty Rd,h,PI,hockingstuart,10/12/2016,Darebin,Northern Metropolitan
Preston,33 Showers St,h,S,Ray,10/12/2016,Darebin,Northern Metropolitan
Preston,287 Tyler St,h,S,hockingstuart,10/12/2016,Darebin,Northern Metropolitan
Preston,15 Morgan St,h,PI,hockingstuart,11/03/2017,Darebin,Northern Metropolitan
Preston,3/104 Regent St,u,S,Nelson,11/03/2017,Darebin,Northern Metropolitan
Preston,126 Albert St,h,VB,hockingstuart,12/06/2016,Darebin,Northern Metropolitan
Preston,34 Dean St,h,PI,hockingstuart,12/11/2016,Darebin,Northern Metropolitan
Preston,1/61 Eton St,h,PI,Barry,12/11/2016,Darebin,Northern Metropolitan
Preston,99 Murray Rd,h,SP,hockingstuart,12/11/2016,Darebin,Northern Metropolitan
Preston,7 Tynan St,h,SP,Barry,12/11/2016,Darebin,Northern Metropolitan
Preston,13 George St,h,S,Nelson,13/08/2016,Darebin,Northern Metropolitan
Preston,60 Cramer St,h,S,Ray,14/05/2016,Darebin,Northern Metropolitan
Preston,23 Dean St,h,SP,Nelson,14/05/2016,Darebin,Northern Metropolitan
Preston,30 Flett St,t,S,Nelson,14/05/2016,Darebin,Northern Metropolitan
Preston,97 Murray Rd,h,PI,Nelson,14/05/2016,Darebin,Northern Metropolitan
Preston,4/22 Newcastle St,u,S,Nelson,14/05/2016,Darebin,Northern Metropolitan
Preston,7 Tiernan St,h,S,Barry,14/05/2016,Darebin,Northern Metropolitan
Preston,14 Arthur St,h,S,Love,15/10/2016,Darebin,Northern Metropolitan
Preston,22 Furzer St,h,S,Love,15/10/2016,Darebin,Northern Metropolitan
Preston,2/32 Kitchener Gr,u,S,Nelson,15/10/2016,Darebin,Northern Metropolitan
Preston,531 Murray Rd,h,S,Harcourts,15/10/2016,Darebin,Northern Metropolitan
Preston,590 Murray Rd,h,S,Barry,15/10/2016,Darebin,Northern Metropolitan
Preston,5 North St,h,S,Love,15/10/2016,Darebin,Northern Metropolitan
Preston,103 Raglan St,h,S,Jellis,15/10/2016,Darebin,Northern Metropolitan
Preston,4/55 Regent St,u,S,Nelson,15/10/2016,Darebin,Northern Metropolitan
Preston,15 Watson St,h,SP,Love,15/10/2016,Darebin,Northern Metropolitan
Preston,13 Garnet St,h,PI,Barry,16/04/2016,Darebin,Northern Metropolitan
Preston,7 Hope St,h,S,Barry,16/04/2016,Darebin,Northern Metropolitan
Preston,178 Raglan St,h,SP,hockingstuart,16/04/2016,Darebin,Northern Metropolitan
Preston,25 Pender St,h,S,Barry,16/07/2016,Darebin,Northern Metropolitan
Preston,7 Wilcox St,h,SP,Barry,16/07/2016,Darebin,Northern Metropolitan
Preston,3 Avondale Rd,h,S,Harcourts,17/09/2016,Darebin,Northern Metropolitan
Preston,70 Bruce St,h,S,hockingstuart,17/09/2016,Darebin,Northern Metropolitan
Preston,16 Ellison St,h,PI,Nelson,17/09/2016,Darebin,Northern Metropolitan
Preston,37 Kendall St,h,S,Nelson,17/09/2016,Darebin,Northern Metropolitan
Preston,3 Leopold St,h,S,Nelson,17/09/2016,Darebin,Northern Metropolitan
Preston,78 Miller St,h,PI,Harcourts,17/09/2016,Darebin,Northern Metropolitan
Preston,5 Ryde St,h,S,Nelson,17/09/2016,Darebin,Northern Metropolitan
Preston,1 Bellarine St,h,VB,Jellis,18/03/2017,Darebin,Northern Metropolitan
Preston,3/9 Cormac St,t,S,Harcourts,18/03/2017,Darebin,Northern Metropolitan
Preston,6/383 Gilbert Rd,u,S,Nelson,18/03/2017,Darebin,Northern Metropolitan
Preston,43 May St,h,S,Nelson,18/03/2017,Darebin,Northern Metropolitan
Preston,198 Raglan St,h,SP,Nelson,18/03/2017,Darebin,Northern Metropolitan
Preston,37 Scotia St,h,S,Barry,18/03/2017,Darebin,Northern Metropolitan
Preston,122 Tyler St,h,PI,Chambers,18/03/2017,Darebin,Northern Metropolitan
Preston,283 Tyler St,h,S,hockingstuart,18/03/2017,Darebin,Northern Metropolitan
Preston,1 Tynan St,h,S,Nelson,18/03/2017,Darebin,Northern Metropolitan
Preston,9 Ambon St,h,S,hockingstuart,18/06/2016,Darebin,Northern Metropolitan
Preston,4/1 Furzer St,t,S,Nelson,18/06/2016,Darebin,Northern Metropolitan
Preston,1c Mary St,h,S,Jellis,18/06/2016,Darebin,Northern Metropolitan
Preston,26 Mount St,h,S,hockingstuart,18/06/2016,Darebin,Northern Metropolitan
Preston,246 Murray Rd,h,SP,Barry,18/06/2016,Darebin,Northern Metropolitan
Preston,26 Paywit St,h,S,hockingstuart,18/06/2016,Darebin,Northern Metropolitan
Preston,19 Railway Pl,h,SP,Ray,18/06/2016,Darebin,Northern Metropolitan
Preston,6 Carlisle St,h,S,Barry,19/11/2016,Darebin,Northern Metropolitan
Preston,2/39 Dean St,h,VB,Jellis,19/11/2016,Darebin,Northern Metropolitan
Preston,342 Gilbert Rd,h,S,Barry,19/11/2016,Darebin,Northern Metropolitan
Preston,44 Stokes St,h,S,Nelson,19/11/2016,Darebin,Northern Metropolitan
Preston,92 Gilbert Rd,h,S,hockingstuart,22/05/2016,Darebin,Northern Metropolitan
Preston,26 Lovelace St,h,S,hockingstuart,22/05/2016,Darebin,Northern Metropolitan
Preston,421 Murray Rd,h,PI,Barry,22/05/2016,Darebin,Northern Metropolitan
Preston,187 Gilbert Rd,h,S,Barry,22/08/2016,Darebin,Northern Metropolitan
Preston,9 Graham Ct,h,S,Love,22/08/2016,Darebin,Northern Metropolitan
Preston,16 Josephine Gr,h,S,Barry,22/08/2016,Darebin,Northern Metropolitan
Preston,5 Ventnor St,h,S,hockingstuart,22/08/2016,Darebin,Northern Metropolitan
Preston,209 High St,h,VB,Nelson,23/04/2016,Darebin,Northern Metropolitan
Preston,22/2 Arthur St,u,PI,Nelson,24/09/2016,Darebin,Northern Metropolitan
Preston,34 Booth St,h,S,Nelson,24/09/2016,Darebin,Northern Metropolitan
Preston,99 Dundas St,h,SP,Jellis,24/09/2016,Darebin,Northern Metropolitan
Preston,29 Hope St,h,S,Nelson,24/09/2016,Darebin,Northern Metropolitan
Preston,5 Bischoff St,h,SP,hockingstuart,25/02/2017,Darebin,Northern Metropolitan
Preston,28/122 High St,u,SP,Jellis,25/02/2017,Darebin,Northern Metropolitan
Preston,1c Oak St,u,S,Love,25/02/2017,Darebin,Northern Metropolitan
Preston,74 Pender St,h,S,Barry,25/02/2017,Darebin,Northern Metropolitan
Preston,1/46 Tyler St,h,S,Barry,25/02/2017,Darebin,Northern Metropolitan
Preston,3/18 Furzer St,u,S,Love,26/07/2016,Darebin,Northern Metropolitan
Preston,12 Newcastle St,h,S,Ray,26/07/2016,Darebin,Northern Metropolitan
Preston,13 Patterson St,h,S,Nelson,26/07/2016,Darebin,Northern Metropolitan
Preston,16 Swallow St,h,S,Barry,26/07/2016,Darebin,Northern Metropolitan
Preston,2 Esther St,h,S,Barry,27/06/2016,Darebin,Northern Metropolitan
Preston,21 George St,h,S,Nelson,27/06/2016,Darebin,Northern Metropolitan
Preston,33 George St,h,PI,Barry,27/06/2016,Darebin,Northern Metropolitan
Preston,42 Kathleen St,h,S,Nelson,27/06/2016,Darebin,Northern Metropolitan
Preston,10 Pender St,h,S,hockingstuart,27/06/2016,Darebin,Northern Metropolitan
Preston,27 South St,h,S,Love,27/06/2016,Darebin,Northern Metropolitan
Preston,38 Wilcox St,h,PI,Nelson,27/06/2016,Darebin,Northern Metropolitan
Preston,86 Cramer St,h,PI,Woodards,27/11/2016,Darebin,Northern Metropolitan
Preston,33 Gordon Gr,h,S,Ray,27/11/2016,Darebin,Northern Metropolitan
Preston,13 Grampian St,h,PI,Nelson,27/11/2016,Darebin,Northern Metropolitan
Preston,11 Inverloch St,h,S,Barry,27/11/2016,Darebin,Northern Metropolitan
Preston,194 Miller St,h,S,Ray,27/11/2016,Darebin,Northern Metropolitan
Preston,192 Murray Rd,h,S,Love,27/11/2016,Darebin,Northern Metropolitan
Preston,30 Okeefe St,h,S,Nelson,27/11/2016,Darebin,Northern Metropolitan
Preston,192 Wood St,h,S,RW,27/11/2016,Darebin,Northern Metropolitan
Preston,31 Belgrove St,h,SP,Nelson,28/05/2016,Darebin,Northern Metropolitan
Preston,329 Plenty Rd,h,VB,Nelson,28/05/2016,Darebin,Northern Metropolitan
Preston,91 Plenty Rd,h,PI,hockingstuart,28/05/2016,Darebin,Northern Metropolitan
Preston,252 Raglan St,h,S,Love,28/05/2016,Darebin,Northern Metropolitan
Preston,17 Tynan St,h,S,Barry,28/05/2016,Darebin,Northern Metropolitan
Preston,25 Watson St,h,S,Barry,28/05/2016,Darebin,Northern Metropolitan
Preston,1/28 Carlisle St,u,S,Harcourts,28/08/2016,Darebin,Northern Metropolitan
Preston,21 Gillingham St,h,S,Nelson,28/08/2016,Darebin,Northern Metropolitan
Preston,62 Leicester St,h,S,hockingstuart,28/08/2016,Darebin,Northern Metropolitan
Preston,140 Murray Rd,h,SP,Love,28/08/2016,Darebin,Northern Metropolitan
Preston,67 Regent St,h,S,Nelson,28/08/2016,Darebin,Northern Metropolitan
Preston,4 Raymond St,h,PI,hockingstuart,30/07/2016,Darebin,Northern Metropolitan
Preston,4 Stott St,h,S,Jellis,30/07/2016,Darebin,Northern Metropolitan
Preston,13 The Mews,h,PI,hockingstuart,30/07/2016,Darebin,Northern Metropolitan
Preston,171 Tyler St,h,PI,Barry,30/07/2016,Darebin,Northern Metropolitan
Reservoir,1/21 Dumbarton St,u,S,Ray,3/09/2016,Darebin,Northern Metropolitan
Reservoir,1/147 Purinuan Rd,u,PI,Ray,3/09/2016,Darebin,Northern Metropolitan
Reservoir,30 Ashton St,h,S,Barry,3/12/2016,Darebin,Northern Metropolitan
Reservoir,2/20 Crookston Rd,u,SP,Barry,3/12/2016,Darebin,Northern Metropolitan
Reservoir,19 Drysdale St,h,S,Ray,3/12/2016,Darebin,Northern Metropolitan
Reservoir,8/211 Edwardes St,u,S,Stockdale,3/12/2016,Darebin,Northern Metropolitan
Reservoir,53 Fordham Rd,h,S,Nelson,3/12/2016,Darebin,Northern Metropolitan
Reservoir,1/72 Purinuan Rd,t,S,RW,3/12/2016,Darebin,Northern Metropolitan
Reservoir,10 Ryan St,h,PI,Barry,3/12/2016,Darebin,Northern Metropolitan
Reservoir,19 Wilkinson St,h,S,hockingstuart,3/12/2016,Darebin,Northern Metropolitan
Reservoir,2/16 Cheddar Rd,t,S,Nelson,4/03/2017,Darebin,Northern Metropolitan
Reservoir,686 High St,h,S,Barry,4/03/2017,Darebin,Northern Metropolitan
Reservoir,40 Hughes Pde,h,S,Love,4/03/2017,Darebin,Northern Metropolitan
Reservoir,2/16 Odowd St,u,S,Nelson,4/03/2017,Darebin,Northern Metropolitan
Reservoir,31 Powell St,h,S,Harcourts,4/03/2017,Darebin,Northern Metropolitan
Reservoir,5 Queen St,h,S,Barry,4/03/2017,Darebin,Northern Metropolitan
Reservoir,15 Rodman St,h,S,Barry,4/03/2017,Darebin,Northern Metropolitan
Reservoir,17 Odowd St,h,S,Ray,4/06/2016,Darebin,Northern Metropolitan
Reservoir,3 Xavier Gr,h,S,Nelson,4/06/2016,Darebin,Northern Metropolitan
Reservoir,57 Barry St,h,S,Barry,6/08/2016,Darebin,Northern Metropolitan
Reservoir,29 Dredge St,h,PI,Barry,6/08/2016,Darebin,Northern Metropolitan
Reservoir,86 Hickford St,h,SP,Ray,6/08/2016,Darebin,Northern Metropolitan
Reservoir,10 Zinnia St,h,S,Ray,6/08/2016,Darebin,Northern Metropolitan
Reservoir,197 Albert St,h,PI,Barry,7/05/2016,Darebin,Northern Metropolitan
Reservoir,3/38 Barton St,u,S,Barry,7/05/2016,Darebin,Northern Metropolitan
Reservoir,40b Drysdale St,t,S,Nelson,7/05/2016,Darebin,Northern Metropolitan
Reservoir,28 Gloucester St,h,S,Nelson,7/05/2016,Darebin,Northern Metropolitan
Reservoir,1/40 Godley St,h,PI,hockingstuart,7/05/2016,Darebin,Northern Metropolitan
Reservoir,16 Kinsale St,h,S,Nelson,7/05/2016,Darebin,Northern Metropolitan
Reservoir,1/1 Leamington St,h,PI,Barry,7/05/2016,Darebin,Northern Metropolitan
Reservoir,4/134 McMahon Rd,u,S,Ray,7/05/2016,Darebin,Northern Metropolitan
Reservoir,4/1 Ashley St,u,S,Love,7/11/2016,Darebin,Northern Metropolitan
Reservoir,5 Bluebell Pl,h,S,hockingstuart,7/11/2016,Darebin,Northern Metropolitan
Reservoir,41 Cameron St,h,S,Nelson,7/11/2016,Darebin,Northern Metropolitan
Reservoir,39 Kinsale St,h,S,McGrath,7/11/2016,Darebin,Northern Metropolitan
Reservoir,1/33 McComas St,h,S,Barry,7/11/2016,Darebin,Northern Metropolitan
Reservoir,1/40 McComas St,u,S,Love,7/11/2016,Darebin,Northern Metropolitan
Reservoir,3/36 Myrtle Gr,u,S,Nelson,7/11/2016,Darebin,Northern Metropolitan
Reservoir,4/7 Oconnor St,u,PI,Ray,7/11/2016,Darebin,Northern Metropolitan
Reservoir,14/696 Plenty Rd,u,VB,hockingstuart,7/11/2016,Darebin,Northern Metropolitan
Reservoir,69 Powell St,h,S,hockingstuart,7/11/2016,Darebin,Northern Metropolitan
Reservoir,1/3 Boldrewood Pde,h,PI,Love,8/10/2016,Darebin,Northern Metropolitan
Reservoir,13 Crawley St,h,S,Barry,8/10/2016,Darebin,Northern Metropolitan
Reservoir,193 Edwardes St,h,S,Ray,8/10/2016,Darebin,Northern Metropolitan
Reservoir,66 Elinda Pl,h,S,Alexkarbon,8/10/2016,Darebin,Northern Metropolitan
Reservoir,1a Fordham Rd,u,S,Ray,8/10/2016,Darebin,Northern Metropolitan
Reservoir,15 George St,h,S,Barry,8/10/2016,Darebin,Northern Metropolitan
Reservoir,4/60 Henty St,u,S,Nelson,8/10/2016,Darebin,Northern Metropolitan
Reservoir,91 Henty St,h,S,Nelson,8/10/2016,Darebin,Northern Metropolitan
Reservoir,6/137 Hickford St,t,PI,Nelson,8/10/2016,Darebin,Northern Metropolitan
Reservoir,3/14 MacK St,t,S,Ray,8/10/2016,Darebin,Northern Metropolitan
Reservoir,11a Oconnor St,h,S,Barry,8/10/2016,Darebin,Northern Metropolitan
Reservoir,2/102 Rathcown Rd,u,SP,Ray,8/10/2016,Darebin,Northern Metropolitan
Reservoir,3 Colthur St,h,SP,Nelson,10/09/2016,Darebin,Northern Metropolitan
Reservoir,6/13 Fyfe St,t,S,Ray,10/09/2016,Darebin,Northern Metropolitan
Reservoir,15 Glenvale Rd,h,VB,Barry,10/09/2016,Darebin,Northern Metropolitan
Reservoir,43 Gloucester St,h,S,Barry,10/09/2016,Darebin,Northern Metropolitan
Reservoir,6/833 High St,u,SP,Barry,10/09/2016,Darebin,Northern Metropolitan
Reservoir,43 Kingsley Rd,h,S,Nelson,10/09/2016,Darebin,Northern Metropolitan
Reservoir,3/16 McComas St,u,S,Barry,10/09/2016,Darebin,Northern Metropolitan
Reservoir,104 Royal Pde,h,PI,Ray,10/09/2016,Darebin,Northern Metropolitan
Reservoir,7/47 Storey Rd,u,S,Love,10/09/2016,Darebin,Northern Metropolitan
Reservoir,96 Whitelaw St,h,PI,Ray,10/09/2016,Darebin,Northern Metropolitan
Reservoir,65 Barry St,h,S,Love,10/12/2016,Darebin,Northern Metropolitan
Reservoir,3/66 Darebin Bvd,u,S,Darren,10/12/2016,Darebin,Northern Metropolitan
Reservoir,34 Drysdale St,h,PI,Barry,10/12/2016,Darebin,Northern Metropolitan
Reservoir,1/35 George St,u,S,Love,10/12/2016,Darebin,Northern Metropolitan
Reservoir,5/2 Griffiths St,u,S,Harcourts,10/12/2016,Darebin,Northern Metropolitan
Reservoir,3 Hillcroft St,h,SP,Nelson,10/12/2016,Darebin,Northern Metropolitan
Reservoir,9 Howard St,h,S,Love,10/12/2016,Darebin,Northern Metropolitan
Reservoir,2/66 Pine St,u,S,Love,10/12/2016,Darebin,Northern Metropolitan
Reservoir,23 Tovey St,h,PI,Barry,10/12/2016,Darebin,Northern Metropolitan
Reservoir,2/953 High St,h,S,Nelson,11/02/2017,Darebin,Northern Metropolitan
Reservoir,2/89 Purinuan Rd,t,S,Nelson,11/02/2017,Darebin,Northern Metropolitan
Reservoir,2/116 Summerhill Rd,h,PI,Ray,11/02/2017,Darebin,Northern Metropolitan
Reservoir,1/5 Box St,t,S,RW,11/03/2017,Darebin,Northern Metropolitan
Reservoir,146 North Rd,h,S,Ray,12/06/2016,Darebin,Northern Metropolitan
Reservoir,31 Rathcown Rd,h,SP,Barry,12/06/2016,Darebin,Northern Metropolitan
Reservoir,2/33 Ashley St,t,PI,Barry,12/11/2016,Darebin,Northern Metropolitan
Reservoir,3/18 Bedford St,u,SP,Harcourts,12/11/2016,Darebin,Northern Metropolitan
Reservoir,8 Bedwell St,h,PI,Ray,12/11/2016,Darebin,Northern Metropolitan
Reservoir,3/41 Fordham Rd,t,S,Nelson,12/11/2016,Darebin,Northern Metropolitan
Reservoir,18 Frankston St,h,S,Barry,12/11/2016,Darebin,Northern Metropolitan
Reservoir,30 Godley St,h,S,Barry,12/11/2016,Darebin,Northern Metropolitan
Reservoir,1/65 Keon Pde,u,S,Ray,12/11/2016,Darebin,Northern Metropolitan
Reservoir,24 Livingstone St,h,S,Nelson,12/11/2016,Darebin,Northern Metropolitan
Reservoir,97 North Rd,h,S,Nelson,12/11/2016,Darebin,Northern Metropolitan
Reservoir,3/68 Northernhay St,t,S,Ray,12/11/2016,Darebin,Northern Metropolitan
Reservoir,4/62 St Vigeons Rd,u,PI,Barry,12/11/2016,Darebin,Northern Metropolitan
Reservoir,3/14 Aberdeen St,u,S,Nelson,13/08/2016,Darebin,Northern Metropolitan
Reservoir,9/99 Barton St,u,SP,Love,13/08/2016,Darebin,Northern Metropolitan
Reservoir,7 Caddy Ct,h,S,Barry,13/08/2016,Darebin,Northern Metropolitan
Reservoir,2/7 Mattea Ct,u,PI,Barry,13/08/2016,Darebin,Northern Metropolitan
Reservoir,3/7 Mattea Ct,u,PI,Barry,13/08/2016,Darebin,Northern Metropolitan
Reservoir,12 Nisbett St,h,S,Barry,13/08/2016,Darebin,Northern Metropolitan
Reservoir,1/73 Purinuan Rd,u,PI,Ray,13/08/2016,Darebin,Northern Metropolitan
Reservoir,249 Spring St,h,S,Barry,13/08/2016,Darebin,Northern Metropolitan
Reservoir,28 Black St,h,S,Ray,14/05/2016,Darebin,Northern Metropolitan
Reservoir,60 Powell St,h,S,Ray,14/05/2016,Darebin,Northern Metropolitan
Reservoir,3/94 Purinuan Rd,u,S,Stockdale,14/05/2016,Darebin,Northern Metropolitan
Reservoir,83 Royal Pde,h,PI,Love,14/05/2016,Darebin,Northern Metropolitan
Reservoir,1/104 Cheddar Rd,h,S,hockingstuart,15/10/2016,Darebin,Northern Metropolitan
Reservoir,115 Cheddar Rd,h,SP,Ray,15/10/2016,Darebin,Northern Metropolitan
Reservoir,13 Clements Gr,h,SP,Ray,15/10/2016,Darebin,Northern Metropolitan
Reservoir,117 Darebin Bvd,h,S,McGrath,15/10/2016,Darebin,Northern Metropolitan
Reservoir,24 Epstein St,h,PI,Barry,15/10/2016,Darebin,Northern Metropolitan
Reservoir,16 North Rd,h,S,Nelson,15/10/2016,Darebin,Northern Metropolitan
Reservoir,2/102 Rathcown Rd,u,SP,Ray,15/10/2016,Darebin,Northern Metropolitan
Reservoir,61 Southernhay St,h,SP,hockingstuart,15/10/2016,Darebin,Northern Metropolitan
Reservoir,9 Ayr St,h,SP,Ray,16/04/2016,Darebin,Northern Metropolitan
Reservoir,1/18 Duffy St,u,S,Ray,16/04/2016,Darebin,Northern Metropolitan
Reservoir,2/963 High St,u,S,Nelson,16/04/2016,Darebin,Northern Metropolitan
Reservoir,119 Hughes Pde,h,S,Ray,16/04/2016,Darebin,Northern Metropolitan
Reservoir,2/27 Kenilworth St,t,S,Nelson,16/04/2016,Darebin,Northern Metropolitan
Reservoir,39 Mason St,h,S,Nelson,16/04/2016,Darebin,Northern Metropolitan
Reservoir,4/7 Pershing St,u,VB,Nelson,16/04/2016,Darebin,Northern Metropolitan
Reservoir,8 Willoughby St,h,S,hockingstuart,16/04/2016,Darebin,Northern Metropolitan
Reservoir,5 Zinnia St,h,S,Nelson,16/04/2016,Darebin,Northern Metropolitan
Reservoir,43 Barry St,h,S,Love,16/07/2016,Darebin,Northern Metropolitan
Reservoir,2 Carrington Rd,h,SP,Fletchers,16/07/2016,Darebin,Northern Metropolitan
Reservoir,4 Dennis St,h,S,Stockdale,16/07/2016,Darebin,Northern Metropolitan
Reservoir,2/14 Drysdale St,u,PI,Ray,16/07/2016,Darebin,Northern Metropolitan
Reservoir,12 Ida Ct,h,S,Nelson,16/07/2016,Darebin,Northern Metropolitan
Reservoir,79 Darebin Bvd,h,S,Ray,17/09/2016,Darebin,Northern Metropolitan
Reservoir,89 Darebin Bvd,h,S,Barry,17/09/2016,Darebin,Northern Metropolitan
Reservoir,15 Down St,h,PI,hockingstuart,17/09/2016,Darebin,Northern Metropolitan
Reservoir,18 Elizabeth Ct,h,S,Barry,17/09/2016,Darebin,Northern Metropolitan
Reservoir,53 Northernhay St,h,S,Nelson,17/09/2016,Darebin,Northern Metropolitan
Reservoir,5 Birdwood St,h,S,Nelson,18/03/2017,Darebin,Northern Metropolitan
Reservoir,1/26 Chaleyer St,u,S,Ray,18/03/2017,Darebin,Northern Metropolitan
Reservoir,75 Cheddar Rd,h,PI,Stockdale,18/03/2017,Darebin,Northern Metropolitan
Reservoir,192 Edwardes St,h,PI,Barry,18/03/2017,Darebin,Northern Metropolitan
Reservoir,4 Hickford St,h,S,Love,18/03/2017,Darebin,Northern Metropolitan
Reservoir,12 Kinkora Rd,h,S,hockingstuart,18/03/2017,Darebin,Northern Metropolitan
Reservoir,28A McMahon Rd,h,S,Barry,18/03/2017,Darebin,Northern Metropolitan
Reservoir,1/12 Merino St,u,SP,Love,18/03/2017,Darebin,Northern Metropolitan
Reservoir,12 Borrie St,h,S,Nelson,18/06/2016,Darebin,Northern Metropolitan
Reservoir,1/5 Daventry St,u,S,Barry,18/06/2016,Darebin,Northern Metropolitan
Reservoir,11 Elsey Rd,h,S,Love,18/06/2016,Darebin,Northern Metropolitan
Reservoir,25 Florence Cl,h,S,Nelson,18/06/2016,Darebin,Northern Metropolitan
Reservoir,6 McShane St,h,S,Barry,18/06/2016,Darebin,Northern Metropolitan
Reservoir,1 Nisbett St,t,S,Stockdale,18/06/2016,Darebin,Northern Metropolitan
Reservoir,85 Radford Rd,h,S,Ray,18/06/2016,Darebin,Northern Metropolitan
Reservoir,3 Sheargold Ct,h,S,Nelson,18/06/2016,Darebin,Northern Metropolitan
Reservoir,50 Gloucester St,h,S,RW,19/11/2016,Darebin,Northern Metropolitan
Reservoir,3/141 Hickford St,u,S,Stockdale,19/11/2016,Darebin,Northern Metropolitan
Reservoir,24 Ludeman Ct,h,PI,Barry,19/11/2016,Darebin,Northern Metropolitan
Reservoir,140 Purinuan Rd,h,S,Barry,19/11/2016,Darebin,Northern Metropolitan
Reservoir,6 Rodman St,h,S,Barry,19/11/2016,Darebin,Northern Metropolitan
Reservoir,2/152 St Vigeons Rd,u,S,Ray,19/11/2016,Darebin,Northern Metropolitan
Reservoir,13 Whitby St,h,S,hockingstuart,19/11/2016,Darebin,Northern Metropolitan
Reservoir,26 York St,h,S,Nelson,19/11/2016,Darebin,Northern Metropolitan
Reservoir,1/15 Chenies St,u,VB,hockingstuart,22/05/2016,Darebin,Northern Metropolitan
Reservoir,10 Gilbank St,h,S,Nelson,22/05/2016,Darebin,Northern Metropolitan
Reservoir,2/10 Odowd St,t,S,hockingstuart,22/05/2016,Darebin,Northern Metropolitan
Reservoir,13 Southernhay St,h,S,Stockdale,22/05/2016,Darebin,Northern Metropolitan
Reservoir,8/99 Barton St,u,VB,Love,22/08/2016,Darebin,Northern Metropolitan
Reservoir,9/99 Barton St,u,S,Love,22/08/2016,Darebin,Northern Metropolitan
Reservoir,30 Boldrewood Pde,h,S,Nelson,22/08/2016,Darebin,Northern Metropolitan
Reservoir,89 Cheddar Rd,h,S,Ray,22/08/2016,Darebin,Northern Metropolitan
Reservoir,2/7 Colthur St,u,SP,Barry,22/08/2016,Darebin,Northern Metropolitan
Reservoir,4/32 Crookston Rd,u,SP,Barry,22/08/2016,Darebin,Northern Metropolitan
Reservoir,30 Kinsale St,h,S,Nelson,22/08/2016,Darebin,Northern Metropolitan
Reservoir,129 Spring St,h,S,Nelson,22/08/2016,Darebin,Northern Metropolitan
Reservoir,52 Wilson Bvd,h,PI,Ray,22/08/2016,Darebin,Northern Metropolitan
Reservoir,14 Beenak St,h,S,Ray,23/04/2016,Darebin,Northern Metropolitan
Reservoir,1/15 Delaware St,h,S,Ray,23/04/2016,Darebin,Northern Metropolitan
Reservoir,2/15 Delaware St,h,VB,Ray,23/04/2016,Darebin,Northern Metropolitan
Reservoir,2/2 Elsey Rd,u,S,Harcourts,23/04/2016,Darebin,Northern Metropolitan
Reservoir,17 Ramleh Rd,h,S,Love,23/04/2016,Darebin,Northern Metropolitan
Reservoir,163 Spring St,h,S,Ray,23/04/2016,Darebin,Northern Metropolitan
Reservoir,70 Barry St,h,S,Love,24/09/2016,Darebin,Northern Metropolitan
Reservoir,16 Cool St,h,SP,Nelson,24/09/2016,Darebin,Northern Metropolitan
Reservoir,30 Davidson St,h,S,Nelson,24/09/2016,Darebin,Northern Metropolitan
Reservoir,906 High St,h,S,Nelson,24/09/2016,Darebin,Northern Metropolitan
Reservoir,5 Jess St,h,S,Ray,24/09/2016,Darebin,Northern Metropolitan
Reservoir,1/164 Leamington St,u,S,Brad,24/09/2016,Darebin,Northern Metropolitan
Reservoir,2/164 Leamington St,u,S,Brad,24/09/2016,Darebin,Northern Metropolitan
Reservoir,57 Newton St,h,S,Nelson,24/09/2016,Darebin,Northern Metropolitan
Reservoir,6/5 Seaver Gr,u,VB,Love,24/09/2016,Darebin,Northern Metropolitan
Reservoir,27 Banff St,h,S,Harcourts,25/02/2017,Darebin,Northern Metropolitan
Reservoir,2/1 Clark St,h,SP,Purplebricks,25/02/2017,Darebin,Northern Metropolitan
Reservoir,33 Edwardes St,h,S,Barry,25/02/2017,Darebin,Northern Metropolitan
Reservoir,89 Henty St,h,S,Barry,25/02/2017,Darebin,Northern Metropolitan
Reservoir,2/2 Leamington St,u,S,Love,25/02/2017,Darebin,Northern Metropolitan
